Week,Opponent,11 Personnel,12 Personnel,13 Personnel,21 Personnel,Division 11,Division 12,Division 13,Division 21,Conf 11,Conf 12,Conf 13,Conf 21,NFL 11,NFL 12,NFL 13,NFL 21
1,Green Bay Packers,46,15,5,12,44,16,4,11,45,17,4,12,47,16,4,10
